original,renamed
TRINITY_DN588_c0_g1_i1 len=211 path=[0:0-210],Transcript_337
TRINITY_DN533_c0_g1_i1 len=921 path=[0:0-920],Transcript_338
TRINITY_DN553_c0_g1_i1 len=2113 path=[0:0-2112],Transcript_339
TRINITY_DN507_c0_g1_i1 len=2830 path=[0:0-2829],Transcript_340
TRINITY_DN550_c0_g1_i1 len=1055 path=[0:0-1054],Transcript_341
TRINITY_DN540_c0_g1_i1 len=208 path=[0:0-207],Transcript_342
TRINITY_DN505_c0_g1_i1 len=498 path=[0:0-497],Transcript_343
TRINITY_DN573_c0_g1_i1 len=890 path=[0:0-889],Transcript_344
TRINITY_DN582_c0_g1_i1 len=288 path=[0:0-287],Transcript_345
TRINITY_DN518_c0_g1_i1 len=2176 path=[0:0-2175],Transcript_346
TRINITY_DN577_c0_g1_i1 len=737 path=[0:0-736],Transcript_347
TRINITY_DN597_c0_g1_i1 len=206 path=[0:0-205],Transcript_348
TRINITY_DN516_c0_g1_i1 len=575 path=[0:0-574],Transcript_349
TRINITY_DN570_c0_g1_i1 len=342 path=[0:0-341],Transcript_350
TRINITY_DN572_c0_g1_i1 len=423 path=[0:0-422],Transcript_351
TRINITY_DN579_c0_g1_i1 len=1303 path=[0:0-1302],Transcript_352
TRINITY_DN581_c0_g1_i1 len=390 path=[0:0-389],Transcript_353
TRINITY_DN556_c0_g1_i1 len=825 path=[0:0-824],Transcript_354
TRINITY_DN539_c0_g1_i1 len=816 path=[0:0-815],Transcript_355
TRINITY_DN521_c0_g1_i1 len=408 path=[0:0-407],Transcript_356
TRINITY_DN547_c0_g1_i1 len=287 path=[0:0-286],Transcript_357
TRINITY_DN587_c0_g1_i1 len=458 path=[0:0-457],Transcript_358
TRINITY_DN584_c0_g1_i1 len=862 path=[0:0-861],Transcript_359
TRINITY_DN575_c0_g1_i1 len=357 path=[0:0-356],Transcript_360
TRINITY_DN535_c0_g1_i1 len=704 path=[0:0-703],Transcript_361
TRINITY_DN566_c0_g1_i1 len=491 path=[0:0-490],Transcript_362
TRINITY_DN542_c0_g1_i1 len=929 path=[0:0-928],Transcript_363
TRINITY_DN522_c0_g1_i1 len=569 path=[0:0-568],Transcript_364
TRINITY_DN560_c0_g1_i1 len=232 path=[0:0-231],Transcript_365
TRINITY_DN531_c0_g1_i1 len=374 path=[0:0-373],Transcript_366
TRINITY_DN599_c0_g1_i1 len=1274 path=[0:0-1273],Transcript_367
TRINITY_DN500_c0_g1_i1 len=1457 path=[0:0-1456],Transcript_368
TRINITY_DN592_c0_g1_i1 len=591 path=[0:0-590],Transcript_369
TRINITY_DN543_c0_g1_i1 len=639 path=[0:0-638],Transcript_370
TRINITY_DN554_c0_g1_i1 len=1535 path=[0:0-1534],Transcript_371
TRINITY_DN510_c0_g1_i1 len=856 path=[0:0-855],Transcript_372
TRINITY_DN562_c0_g1_i1 len=574 path=[0:0-573],Transcript_373
TRINITY_DN503_c0_g1_i1 len=230 path=[0:0-229],Transcript_374
TRINITY_DN517_c0_g1_i1 len=1223 path=[0:0-1222],Transcript_375
TRINITY_DN512_c0_g1_i1 len=732 path=[0:0-731],Transcript_376
TRINITY_DN585_c0_g1_i1 len=1286 path=[0:0-1285],Transcript_377
TRINITY_DN536_c0_g1_i1 len=3443 path=[0:0-3442],Transcript_378
TRINITY_DN520_c0_g1_i1 len=1823 path=[0:0-1822],Transcript_379
TRINITY_DN595_c0_g1_i1 len=233 path=[0:0-232],Transcript_380
TRINITY_DN528_c0_g1_i1 len=2742 path=[0:0-2741],Transcript_381
TRINITY_DN514_c1_g1_i1 len=348 path=[0:0-347],Transcript_382
TRINITY_DN514_c0_g1_i1 len=862 path=[0:0-861],Transcript_383
TRINITY_DN506_c0_g1_i1 len=1893 path=[0:0-1892],Transcript_384
TRINITY_DN509_c0_g1_i1 len=205 path=[0:0-204],Transcript_385
TRINITY_DN515_c0_g1_i1 len=1333 path=[0:0-1332],Transcript_386
TRINITY_DN529_c0_g1_i1 len=597 path=[0:0-596],Transcript_387
TRINITY_DN532_c0_g1_i1 len=1958 path=[0:0-1957],Transcript_388
TRINITY_DN557_c0_g1_i1 len=2057 path=[0:0-2056],Transcript_389
TRINITY_DN541_c0_g1_i1 len=1087 path=[0:0-1086],Transcript_390
TRINITY_DN504_c0_g1_i1 len=466 path=[0:0-465],Transcript_391
TRINITY_DN574_c0_g1_i1 len=889 path=[0:0-888],Transcript_392
TRINITY_DN548_c0_g1_i1 len=513 path=[0:0-512],Transcript_393
TRINITY_DN551_c0_g1_i1 len=1334 path=[0:0-1333],Transcript_394
TRINITY_DN552_c0_g1_i1 len=1025 path=[0:0-1024],Transcript_395
TRINITY_DN576_c0_g1_i1 len=1167 path=[0:0-1166],Transcript_396
TRINITY_DN545_c0_g1_i1 len=1174 path=[0:0-1173],Transcript_397
TRINITY_DN564_c0_g1_i1 len=1157 path=[0:0-1156],Transcript_398
TRINITY_DN563_c0_g1_i1 len=1204 path=[0:0-1203],Transcript_399
TRINITY_DN502_c0_g1_i1 len=355 path=[0:0-354],Transcript_400
TRINITY_DN578_c0_g1_i1 len=2603 path=[0:0-2602],Transcript_401
TRINITY_DN501_c0_g1_i1 len=1332 path=[0:0-1331],Transcript_402
TRINITY_DN534_c0_g1_i1 len=1910 path=[0:0-1909],Transcript_403
TRINITY_DN525_c0_g1_i1 len=2749 path=[0:0-2748],Transcript_404
TRINITY_DN546_c0_g1_i1 len=1366 path=[0:0-1365],Transcript_405
TRINITY_DN519_c0_g1_i1 len=222 path=[0:0-221],Transcript_406
TRINITY_DN589_c0_g1_i1 len=342 path=[0:0-341],Transcript_407
TRINITY_DN544_c0_g1_i1 len=1782 path=[0:0-1781],Transcript_408
TRINITY_DN527_c0_g1_i1 len=201 path=[0:0-200],Transcript_409
TRINITY_DN568_c0_g1_i1 len=1029 path=[0:0-1028],Transcript_410
TRINITY_DN598_c0_g1_i1 len=1046 path=[0:0-1045],Transcript_411
TRINITY_DN537_c0_g1_i1 len=269 path=[0:0-268],Transcript_412
TRINITY_DN593_c0_g1_i1 len=457 path=[0:0-456],Transcript_413
TRINITY_DN559_c0_g1_i1 len=695 path=[0:0-694],Transcript_414
TRINITY_DN508_c0_g1_i1 len=976 path=[0:0-975],Transcript_415
TRINITY_DN571_c0_g1_i1 len=692 path=[0:0-691],Transcript_416
TRINITY_DN5961_c0_g1_i1 len=310 path=[0:0-309],Transcript_417
TRINITY_DN5995_c0_g1_i1 len=242 path=[0:0-241],Transcript_418
TRINITY_DN5991_c0_g1_i1 len=213 path=[0:0-212],Transcript_419
TRINITY_DN5943_c0_g1_i1 len=231 path=[0:0-230],Transcript_420
TRINITY_DN5907_c0_g1_i1 len=201 path=[0:0-200],Transcript_421
TRINITY_DN5950_c0_g1_i1 len=245 path=[0:0-244],Transcript_422
TRINITY_DN5928_c0_g1_i1 len=216 path=[0:0-215],Transcript_423
TRINITY_DN5958_c0_g1_i1 len=247 path=[0:0-246],Transcript_424
TRINITY_DN5916_c0_g1_i1 len=219 path=[0:0-218],Transcript_425
TRINITY_DN5920_c0_g1_i1 len=202 path=[0:0-201],Transcript_426
TRINITY_DN5933_c0_g1_i1 len=305 path=[0:0-304],Transcript_427
TRINITY_DN5996_c0_g1_i1 len=365 path=[0:0-364],Transcript_428
TRINITY_DN5955_c0_g1_i1 len=357 path=[0:0-356],Transcript_429
TRINITY_DN5974_c0_g1_i1 len=214 path=[0:0-213],Transcript_430
TRINITY_DN5939_c0_g1_i1 len=241 path=[0:0-240],Transcript_431
TRINITY_DN5905_c0_g1_i1 len=333 path=[0:0-332],Transcript_432
TRINITY_DN5926_c0_g1_i1 len=290 path=[0:0-289],Transcript_433
TRINITY_DN5922_c0_g1_i1 len=202 path=[0:0-201],Transcript_434
TRINITY_DN5937_c0_g1_i1 len=228 path=[0:0-227],Transcript_435
TRINITY_DN5977_c0_g1_i1 len=223 path=[0:0-222],Transcript_436
TRINITY_DN5965_c0_g1_i1 len=252 path=[0:0-251],Transcript_437
TRINITY_DN5927_c0_g1_i1 len=208 path=[0:0-207],Transcript_438
TRINITY_DN5929_c0_g1_i1 len=359 path=[0:0-358],Transcript_439
TRINITY_DN5946_c0_g1_i1 len=222 path=[0:0-221],Transcript_440
TRINITY_DN5993_c0_g1_i1 len=220 path=[0:0-219],Transcript_441
TRINITY_DN5972_c0_g1_i1 len=292 path=[0:0-291],Transcript_442
TRINITY_DN5975_c0_g1_i1 len=231 path=[0:0-230],Transcript_443
TRINITY_DN5985_c0_g1_i1 len=257 path=[0:0-256],Transcript_444
TRINITY_DN5980_c0_g1_i1 len=207 path=[0:0-206],Transcript_445
TRINITY_DN5987_c0_g1_i1 len=218 path=[0:0-217],Transcript_446
TRINITY_DN5986_c0_g1_i1 len=307 path=[0:0-306],Transcript_447
TRINITY_DN5968_c0_g1_i1 len=203 path=[0:0-202],Transcript_448
TRINITY_DN5902_c0_g1_i1 len=203 path=[0:0-202],Transcript_449
TRINITY_DN5923_c0_g1_i1 len=255 path=[0:0-254],Transcript_450
TRINITY_DN5998_c0_g1_i1 len=269 path=[0:0-268],Transcript_451
TRINITY_DN5999_c0_g1_i1 len=220 path=[0:0-219],Transcript_452
TRINITY_DN5982_c0_g1_i1 len=236 path=[0:0-235],Transcript_453
TRINITY_DN5914_c0_g1_i1 len=206 path=[0:0-205],Transcript_454
TRINITY_DN5906_c0_g1_i1 len=248 path=[0:0-247],Transcript_455
TRINITY_DN5930_c0_g1_i1 len=505 path=[0:0-504],Transcript_456
TRINITY_DN5900_c0_g1_i1 len=216 path=[0:0-215],Transcript_457
TRINITY_DN5967_c0_g1_i1 len=265 path=[0:0-264],Transcript_458
TRINITY_DN5918_c0_g1_i1 len=245 path=[0:0-244],Transcript_459
TRINITY_DN5959_c0_g1_i1 len=265 path=[0:0-264],Transcript_460
TRINITY_DN5921_c0_g1_i1 len=343 path=[0:0-342],Transcript_461
TRINITY_DN5903_c0_g1_i1 len=285 path=[0:0-284],Transcript_462
TRINITY_DN5909_c0_g1_i1 len=207 path=[0:0-206],Transcript_463
TRINITY_DN5984_c0_g1_i1 len=321 path=[0:0-320],Transcript_464
TRINITY_DN5997_c0_g1_i1 len=214 path=[0:0-213],Transcript_465
TRINITY_DN5988_c0_g1_i1 len=230 path=[0:0-229],Transcript_466
TRINITY_DN5960_c0_g1_i1 len=242 path=[0:0-241],Transcript_467
TRINITY_DN5947_c0_g1_i1 len=308 path=[0:0-307],Transcript_468
TRINITY_DN5989_c0_g1_i1 len=214 path=[0:0-213],Transcript_469
TRINITY_DN5935_c0_g1_i1 len=213 path=[0:0-212],Transcript_470
TRINITY_DN5971_c0_g1_i1 len=256 path=[0:0-255],Transcript_471
TRINITY_DN5953_c0_g1_i1 len=392 path=[0:0-391],Transcript_472
TRINITY_DN5956_c0_g1_i1 len=220 path=[0:0-219],Transcript_473
TRINITY_DN5966_c0_g1_i1 len=383 path=[0:0-382],Transcript_474
TRINITY_DN5962_c0_g1_i1 len=316 path=[0:0-315],Transcript_475
TRINITY_DN5901_c0_g1_i1 len=428 path=[0:0-427],Transcript_476
TRINITY_DN5942_c0_g1_i1 len=282 path=[0:0-281],Transcript_477
TRINITY_DN5910_c0_g1_i1 len=261 path=[0:0-260],Transcript_478
TRINITY_DN5932_c0_g1_i1 len=243 path=[0:0-242],Transcript_479
TRINITY_DN5945_c0_g1_i1 len=265 path=[0:0-264],Transcript_480
TRINITY_DN5994_c0_g1_i1 len=251 path=[0:0-250],Transcript_481
TRINITY_DN5915_c0_g1_i1 len=202 path=[0:0-201],Transcript_482
TRINITY_DN5978_c0_g1_i1 len=208 path=[0:0-207],Transcript_483
TRINITY_DN5925_c0_g1_i1 len=300 path=[0:0-299],Transcript_484
TRINITY_DN5973_c0_g1_i1 len=209 path=[0:0-208],Transcript_485
TRINITY_DN5954_c0_g1_i1 len=226 path=[0:0-225],Transcript_486
TRINITY_DN5957_c0_g1_i1 len=203 path=[0:0-202],Transcript_487
TRINITY_DN5941_c0_g1_i1 len=326 path=[0:0-325],Transcript_488
TRINITY_DN5948_c0_g1_i1 len=272 path=[0:0-271],Transcript_489
TRINITY_DN5951_c0_g1_i1 len=295 path=[0:0-294],Transcript_490
TRINITY_DN5936_c0_g1_i1 len=285 path=[0:0-284],Transcript_491
TRINITY_DN5992_c0_g1_i1 len=294 path=[0:0-293],Transcript_492
TRINITY_DN5970_c0_g1_i1 len=333 path=[0:0-332],Transcript_493
TRINITY_DN5944_c0_g1_i1 len=243 path=[0:0-242],Transcript_494
TRINITY_DN5983_c0_g1_i1 len=230 path=[0:0-229],Transcript_495
TRINITY_DN5904_c0_g1_i1 len=215 path=[0:0-214],Transcript_496
TRINITY_DN5990_c0_g1_i1 len=238 path=[0:0-237],Transcript_497
TRINITY_DN5981_c0_g1_i1 len=210 path=[0:0-209],Transcript_498
TRINITY_DN5913_c0_g1_i1 len=253 path=[0:0-252],Transcript_499
TRINITY_DN5952_c0_g1_i1 len=276 path=[0:0-275],Transcript_500
TRINITY_DN5964_c0_g1_i1 len=444 path=[0:0-443],Transcript_501
TRINITY_DN5940_c0_g1_i1 len=224 path=[0:0-223],Transcript_502
TRINITY_DN5963_c0_g1_i1 len=240 path=[0:0-239],Transcript_503
TRINITY_DN5911_c0_g1_i1 len=295 path=[0:0-294],Transcript_504
TRINITY_DN5949_c0_g1_i1 len=215 path=[0:0-214],Transcript_505
TRINITY_DN5924_c0_g1_i1 len=227 path=[0:0-226],Transcript_506
TRINITY_DN5969_c0_g1_i1 len=295 path=[0:0-294],Transcript_507
TRINITY_DN5908_c0_g1_i1 len=276 path=[0:0-275],Transcript_508
TRINITY_DN5912_c0_g1_i1 len=352 path=[0:0-351],Transcript_509
TRINITY_DN5934_c0_g1_i1 len=260 path=[0:0-259],Transcript_510
TRINITY_DN5979_c0_g1_i1 len=209 path=[0:0-208],Transcript_511
TRINITY_DN5917_c0_g1_i1 len=415 path=[0:0-414],Transcript_512
TRINITY_DN5919_c0_g1_i1 len=202 path=[0:0-201],Transcript_513
TRINITY_DN5976_c0_g1_i1 len=286 path=[0:0-285],Transcript_514
TRINITY_DN958_c0_g1_i1 len=333 path=[0:0-332],Transcript_515
TRINITY_DN931_c0_g1_i1 len=375 path=[0:0-374],Transcript_516
TRINITY_DN955_c0_g1_i1 len=266 path=[0:0-265],Transcript_517
TRINITY_DN979_c0_g1_i1 len=201 path=[0:0-200],Transcript_518
TRINITY_DN909_c0_g1_i1 len=265 path=[0:0-264],Transcript_519
TRINITY_DN994_c0_g1_i1 len=210 path=[0:0-209],Transcript_520
TRINITY_DN953_c0_g1_i1 len=313 path=[0:0-312],Transcript_521
TRINITY_DN954_c0_g1_i1 len=257 path=[0:0-256],Transcript_522
TRINITY_DN969_c0_g1_i1 len=619 path=[0:0-618],Transcript_523
TRINITY_DN971_c0_g1_i1 len=206 path=[0:0-205],Transcript_524
TRINITY_DN921_c0_g1_i1 len=1660 path=[0:0-1659],Transcript_525
TRINITY_DN959_c0_g1_i1 len=232 path=[0:0-231],Transcript_526
TRINITY_DN937_c0_g1_i1 len=531 path=[0:0-530],Transcript_527
TRINITY_DN918_c0_g1_i1 len=639 path=[0:0-638],Transcript_528
TRINITY_DN995_c0_g1_i1 len=468 path=[0:0-467],Transcript_529
TRINITY_DN916_c0_g1_i1 len=247 path=[0:0-246],Transcript_530
TRINITY_DN911_c0_g1_i1 len=222 path=[0:0-221],Transcript_531
TRINITY_DN962_c0_g1_i1 len=232 path=[0:0-231],Transcript_532
TRINITY_DN940_c0_g1_i1 len=230 path=[0:0-229],Transcript_533
TRINITY_DN907_c0_g1_i1 len=358 path=[0:0-357],Transcript_534
TRINITY_DN978_c0_g1_i1 len=308 path=[0:0-307],Transcript_535
TRINITY_DN991_c0_g1_i1 len=254 path=[0:0-253],Transcript_536
TRINITY_DN946_c0_g1_i1 len=358 path=[0:0-357],Transcript_537
TRINITY_DN922_c0_g1_i1 len=206 path=[0:0-205],Transcript_538
TRINITY_DN965_c0_g1_i1 len=212 path=[0:0-211],Transcript_539
TRINITY_DN934_c0_g1_i1 len=442 path=[0:0-441],Transcript_540
TRINITY_DN930_c0_g1_i1 len=226 path=[0:0-225],Transcript_541
TRINITY_DN989_c0_g1_i1 len=349 path=[0:0-348],Transcript_542
TRINITY_DN905_c0_g1_i1 len=531 path=[0:0-530],Transcript_543
TRINITY_DN923_c0_g1_i1 len=258 path=[0:0-257],Transcript_544
TRINITY_DN960_c0_g1_i1 len=222 path=[0:0-221],Transcript_545
TRINITY_DN904_c0_g1_i1 len=433 path=[0:0-432],Transcript_546
TRINITY_DN975_c0_g1_i1 len=217 path=[0:0-216],Transcript_547
TRINITY_DN948_c0_g1_i1 len=280 path=[0:0-279],Transcript_548
TRINITY_DN935_c0_g1_i1 len=231 path=[0:0-230],Transcript_549
TRINITY_DN929_c0_g1_i1 len=635 path=[0:0-634],Transcript_550
TRINITY_DN984_c0_g1_i1 len=211 path=[0:0-210],Transcript_551
TRINITY_DN951_c0_g1_i1 len=274 path=[0:0-273],Transcript_552
TRINITY_DN974_c0_g1_i1 len=278 path=[0:0-277],Transcript_553
TRINITY_DN973_c0_g1_i1 len=331 path=[0:0-330],Transcript_554
TRINITY_DN914_c0_g1_i1 len=354 path=[0:0-353],Transcript_555
TRINITY_DN976_c0_g1_i1 len=212 path=[0:0-211],Transcript_556
TRINITY_DN963_c0_g1_i1 len=258 path=[0:0-257],Transcript_557
TRINITY_DN987_c0_g1_i1 len=312 path=[0:0-311],Transcript_558
TRINITY_DN910_c0_g1_i1 len=284 path=[0:0-283],Transcript_559
TRINITY_DN980_c0_g1_i1 len=313 path=[0:0-312],Transcript_560
TRINITY_DN993_c0_g1_i1 len=249 path=[0:0-248],Transcript_561
TRINITY_DN956_c0_g1_i1 len=308 path=[0:0-307],Transcript_562
TRINITY_DN932_c0_g1_i1 len=208 path=[0:0-207],Transcript_563
TRINITY_DN927_c0_g1_i1 len=309 path=[0:0-308],Transcript_564
TRINITY_DN920_c0_g1_i1 len=269 path=[0:0-268],Transcript_565
TRINITY_DN967_c0_g1_i1 len=249 path=[0:0-248],Transcript_566
TRINITY_DN926_c0_g1_i1 len=281 path=[0:0-280],Transcript_567
TRINITY_DN900_c0_g1_i1 len=351 path=[0:0-350],Transcript_568
TRINITY_DN981_c0_g1_i1 len=252 path=[0:0-251],Transcript_569
TRINITY_DN999_c0_g1_i1 len=319 path=[0:0-318],Transcript_570
TRINITY_DN988_c0_g1_i1 len=280 path=[0:0-279],Transcript_571
TRINITY_DN966_c0_g1_i1 len=353 path=[0:0-352],Transcript_572
TRINITY_DN985_c0_g1_i1 len=314 path=[0:0-313],Transcript_573
TRINITY_DN945_c0_g1_i1 len=517 path=[0:0-516],Transcript_574
TRINITY_DN938_c0_g1_i1 len=206 path=[0:0-205],Transcript_575
TRINITY_DN924_c0_g1_i1 len=291 path=[0:0-290],Transcript_576
TRINITY_DN915_c0_g1_i1 len=795 path=[0:0-794],Transcript_577
TRINITY_DN949_c0_g1_i1 len=537 path=[0:0-536],Transcript_578
TRINITY_DN997_c0_g1_i1 len=267 path=[0:0-266],Transcript_579
TRINITY_DN996_c0_g1_i1 len=495 path=[0:0-494],Transcript_580
TRINITY_DN928_c0_g1_i1 len=357 path=[0:0-356],Transcript_581
TRINITY_DN939_c0_g1_i1 len=260 path=[0:0-259],Transcript_582
TRINITY_DN944_c0_g1_i1 len=302 path=[0:0-301],Transcript_583
TRINITY_DN902_c0_g1_i1 len=470 path=[0:0-469],Transcript_584
TRINITY_DN964_c0_g1_i1 len=520 path=[0:0-519],Transcript_585
TRINITY_DN941_c0_g1_i1 len=648 path=[0:0-647],Transcript_586
TRINITY_DN957_c0_g1_i1 len=322 path=[0:0-321],Transcript_587
TRINITY_DN947_c0_g1_i1 len=388 path=[0:0-387],Transcript_588
TRINITY_DN982_c0_g1_i1 len=233 path=[0:0-232],Transcript_589
TRINITY_DN917_c0_g1_i1 len=487 path=[0:0-486],Transcript_590
TRINITY_DN986_c0_g1_i1 len=452 path=[0:0-451],Transcript_591
TRINITY_DN908_c0_g1_i1 len=543 path=[0:0-542],Transcript_592
TRINITY_DN952_c0_g1_i1 len=264 path=[0:0-263],Transcript_593
TRINITY_DN943_c0_g1_i1 len=366 path=[0:0-365],Transcript_594
TRINITY_DN972_c0_g1_i1 len=257 path=[0:0-256],Transcript_595
TRINITY_DN933_c0_g1_i1 len=413 path=[0:0-412],Transcript_596
TRINITY_DN998_c0_g1_i1 len=368 path=[0:0-367],Transcript_597
TRINITY_DN925_c0_g1_i1 len=205 path=[0:0-204],Transcript_598
TRINITY_DN950_c0_g1_i1 len=324 path=[0:0-323],Transcript_599
TRINITY_DN992_c0_g1_i1 len=349 path=[0:0-348],Transcript_600
TRINITY_DN903_c0_g1_i1 len=257 path=[0:0-256],Transcript_601
TRINITY_DN977_c0_g1_i1 len=397 path=[0:0-396],Transcript_602
TRINITY_DN968_c0_g1_i1 len=229 path=[0:0-228],Transcript_603
TRINITY_DN990_c0_g1_i1 len=212 path=[0:0-211],Transcript_604
TRINITY_DN942_c0_g1_i1 len=205 path=[0:0-204],Transcript_605
TRINITY_DN913_c0_g1_i1 len=439 path=[0:0-438],Transcript_606
TRINITY_DN901_c0_g1_i1 len=1225 path=[0:0-1224],Transcript_607
TRINITY_DN919_c0_g1_i1 len=320 path=[0:0-319],Transcript_608
TRINITY_DN970_c0_g1_i1 len=227 path=[0:0-226],Transcript_609
TRINITY_DN912_c0_g1_i1 len=412 path=[0:0-411],Transcript_610
TRINITY_DN936_c0_g1_i1 len=440 path=[0:0-439],Transcript_611
TRINITY_DN906_c0_g1_i1 len=300 path=[0:0-299],Transcript_612
TRINITY_DN983_c0_g1_i1 len=380 path=[0:0-379],Transcript_613
TRINITY_DN7224_c0_g1_i1 len=210 path=[0:0-209],Transcript_614
TRINITY_DN7216_c0_g1_i1 len=391 path=[0:0-390],Transcript_615
TRINITY_DN7273_c0_g1_i1 len=584 path=[0:0-583],Transcript_616
TRINITY_DN7299_c0_g1_i1 len=376 path=[0:0-375],Transcript_617
TRINITY_DN7214_c0_g1_i1 len=327 path=[0:0-326],Transcript_618
TRINITY_DN7280_c0_g1_i1 len=228 path=[0:0-227],Transcript_619
TRINITY_DN7247_c0_g1_i1 len=371 path=[0:0-370],Transcript_620
TRINITY_DN7220_c0_g1_i1 len=920 path=[0:0-919],Transcript_621
TRINITY_DN7203_c0_g1_i1 len=955 path=[0:0-954],Transcript_622
TRINITY_DN7258_c0_g1_i1 len=223 path=[0:0-222],Transcript_623
TRINITY_DN7264_c0_g1_i1 len=381 path=[0:0-380],Transcript_624
TRINITY_DN7263_c0_g1_i1 len=576 path=[0:0-575],Transcript_625
TRINITY_DN7283_c0_g1_i1 len=277 path=[0:0-276],Transcript_626
TRINITY_DN7286_c0_g1_i1 len=202 path=[0:0-201],Transcript_627
TRINITY_DN7277_c0_g1_i1 len=414 path=[0:0-413],Transcript_628
TRINITY_DN7223_c0_g1_i1 len=1285 path=[0:0-1284],Transcript_629
TRINITY_DN7221_c0_g1_i1 len=356 path=[0:0-355],Transcript_630
TRINITY_DN7233_c0_g1_i1 len=402 path=[0:0-401],Transcript_631
TRINITY_DN7205_c0_g1_i1 len=552 path=[0:0-551],Transcript_632
TRINITY_DN7252_c0_g1_i1 len=386 path=[0:0-385],Transcript_633
TRINITY_DN7291_c0_g1_i1 len=305 path=[0:0-304],Transcript_634
TRINITY_DN7272_c0_g1_i1 len=300 path=[0:0-299],Transcript_635
TRINITY_DN7208_c0_g1_i1 len=231 path=[0:0-230],Transcript_636
TRINITY_DN7295_c0_g1_i1 len=475 path=[0:0-474],Transcript_637
TRINITY_DN7213_c0_g1_i1 len=209 path=[0:0-208],Transcript_638
TRINITY_DN7212_c0_g1_i1 len=226 path=[0:0-225],Transcript_639
TRINITY_DN7246_c0_g1_i1 len=320 path=[0:0-319],Transcript_640
TRINITY_DN7289_c0_g1_i1 len=312 path=[0:0-311],Transcript_641
TRINITY_DN7266_c0_g1_i1 len=885 path=[0:0-884],Transcript_642
TRINITY_DN7257_c1_g1_i1 len=722 path=[0:0-721],Transcript_643
TRINITY_DN7257_c0_g1_i1 len=562 path=[0:0-561],Transcript_644
TRINITY_DN7209_c0_g1_i1 len=479 path=[0:0-478],Transcript_645
TRINITY_DN7256_c0_g1_i1 len=388 path=[0:0-387],Transcript_646
TRINITY_DN7215_c0_g1_i1 len=811 path=[0:0-810],Transcript_647
TRINITY_DN7230_c0_g1_i1 len=428 path=[0:0-427],Transcript_648
TRINITY_DN7296_c0_g1_i1 len=1006 path=[0:0-1005],Transcript_649
TRINITY_DN7225_c0_g1_i1 len=643 path=[0:0-642],Transcript_650
TRINITY_DN7276_c0_g1_i1 len=521 path=[0:0-520],Transcript_651
TRINITY_DN7240_c0_g1_i1 len=295 path=[0:0-294],Transcript_652
TRINITY_DN7228_c0_g1_i1 len=733 path=[0:0-732],Transcript_653
TRINITY_DN7219_c0_g1_i1 len=257 path=[0:0-256],Transcript_654
TRINITY_DN7297_c0_g1_i1 len=379 path=[0:0-378],Transcript_655
TRINITY_DN7294_c0_g1_i1 len=360 path=[0:0-359],Transcript_656
TRINITY_DN7279_c0_g1_i1 len=489 path=[0:0-488],Transcript_657
TRINITY_DN7238_c0_g1_i1 len=476 path=[0:0-475],Transcript_658
TRINITY_DN7236_c0_g1_i1 len=351 path=[0:0-350],Transcript_659
TRINITY_DN7241_c0_g1_i1 len=1446 path=[0:0-1445],Transcript_660
TRINITY_DN7211_c0_g1_i1 len=519 path=[0:0-518],Transcript_661
TRINITY_DN7234_c0_g1_i1 len=399 path=[0:0-398],Transcript_662
TRINITY_DN7227_c0_g1_i1 len=533 path=[0:0-532],Transcript_663
TRINITY_DN7262_c0_g1_i1 len=628 path=[0:0-627],Transcript_664
TRINITY_DN7206_c0_g1_i1 len=299 path=[0:0-298],Transcript_665
TRINITY_DN7259_c0_g1_i1 len=343 path=[0:0-342],Transcript_666
TRINITY_DN7218_c0_g1_i1 len=208 path=[0:0-207],Transcript_667
TRINITY_DN7292_c0_g1_i1 len=343 path=[0:0-342],Transcript_668
TRINITY_DN7242_c0_g1_i1 len=1064 path=[0:0-1063],Transcript_669
TRINITY_DN7239_c0_g1_i1 len=335 path=[0:0-334],Transcript_670
TRINITY_DN7255_c0_g1_i1 len=583 path=[0:0-582],Transcript_671
TRINITY_DN7231_c0_g1_i1 len=241 path=[0:0-240],Transcript_672
TRINITY_DN7201_c0_g1_i1 len=213 path=[0:0-212],Transcript_673
TRINITY_DN7244_c0_g1_i1 len=505 path=[0:0-504],Transcript_674
TRINITY_DN7298_c0_g1_i1 len=404 path=[0:0-403],Transcript_675
TRINITY_DN7271_c0_g1_i1 len=352 path=[0:0-351],Transcript_676
TRINITY_DN7270_c0_g1_i1 len=210 path=[0:0-209],Transcript_677
TRINITY_DN7288_c0_g1_i1 len=294 path=[0:0-293],Transcript_678
TRINITY_DN7245_c0_g1_i1 len=1133 path=[0:0-1132],Transcript_679
TRINITY_DN7268_c0_g1_i1 len=222 path=[0:0-221],Transcript_680
TRINITY_DN7269_c0_g1_i1 len=248 path=[0:0-247],Transcript_681
TRINITY_DN7282_c0_g1_i1 len=219 path=[0:0-218],Transcript_682
TRINITY_DN7235_c0_g1_i1 len=331 path=[0:0-330],Transcript_683
TRINITY_DN7274_c0_g1_i1 len=290 path=[0:0-289],Transcript_684
TRINITY_DN7248_c0_g1_i1 len=367 path=[0:0-366],Transcript_685
TRINITY_DN7265_c0_g1_i1 len=971 path=[0:0-970],Transcript_686
TRINITY_DN7253_c0_g1_i1 len=256 path=[0:0-255],Transcript_687
TRINITY_DN7217_c0_g1_i1 len=585 path=[0:0-584],Transcript_688
